cluster_id,L,a,b,R,G,B,HEX,global_proportion,colour_record_count,garment_count,chroma,hue_angle_deg,is_neutral,sort_group,palette_index
41,38.912056240357344,3.0565160368685236,-25.81833304139925,68,92,133,#445C85,0.001905077827738888,21,21,25.998627104526935,276.75156468052063,False,1,353
201,8.992307465223057,1.3686655700863986,-11.360804812619616,17,26,41,#111A29,0.0033238015340364335,22,22,11.442951167997744,276.8694649006794,False,1,354
7,37.902158316429976,5.034785749880688,-41.08432770803323,29,90,156,#1D5A9C,0.0006667567566131463,7,7,41.39167852078807,276.98662439111393,False,1,355
346,51.67159784417034,3.997870440075128,-30.291481126901086,96,124,175,#607CAF,0.0010421860019175456,18,18,30.554161695537175,277.51844544584776,False,1,356
228,34.68654936046327,2.4612538906756,-17.215992432632103,69,82,109,#45526D,0.003020255038276191,35,35,17.39103694880819,278.13605906012083,False,1,357
80,49.267170140316516,7.310791632002483,-50.3374690492674,44,118,203,#2C76CB,0.0008067114093959731,9,9,50.865592148057324,278.2636067125264,False,1,358
445,18.468351424447658,4.238829491187891,-21.326249949010855,28,45,76,#1C2D4C,0.0020145524103930587,22,22,21.743426876714942,281.2416641748862,False,1,359
239,14.688585382891532,3.0804591722254315,-15.044369174250052,28,37,58,#1C253A,0.004784327660106118,44,44,15.356505870896315,281.5718346707512,False,1,360
11,19.243992320096762,2.2704261980332037,-10.828945490981566,41,46,62,#292E3E,0.004517203055783196,44,44,11.064397659491704,281.8412695305658,False,1,361
101,87.93801682919332,2.4458451591282424,-11.46793201064838,215,220,242,#D7DCF2,0.0019591582059113348,14,14,11.725852768275953,282.0394832797568,False,1,362
258,21.47170513100623,6.546652194608753,-29.2000965259686,24,51,95,#18335F,0.0016766250734525944,18,18,29.924977729031966,282.6367304175002,False,1,363
389,39.6834112271627,10.386210678345323,-45.41652671473254,44,92,168,#2C5CA8,0.0008764860977948225,10,10,46.588993025015995,282.88134405382857,False,1,364
212,53.342066614296826,2.6690660086744042,-11.48162628165228,122,127,147,#7A7F93,0.0019428114668092096,37,37,11.787775677802387,283.0867817621631,False,1,365
